Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
A6NEQ2,FAM181B,Protein FAM181B,Homo sapiens,High,0,2.56972494922616,1,0.144741872933076,0.572838691357418,0.799828367907588,0.010048180069458,0.968168493774939,0.985019880310034,0.133276845319522,0.599558072204343,0.999925600286854,45.2,35.3,37.3,47.4,32.1,52.7,28.2,43.1,50
Q8N0U4,FAM185A,Protein FAM185A,Homo sapiens,High,0,3.79639391784155,8,0.180176963440562,0.18957032160391,0.468203026820103,0.173772144819132,0.205019084314626,0.456975891891924,0.006435122806475,0.958745083599615,0.999925600286854,669.7,561.6,686.8,696.8,701.3,769.4,692.2,631.6,848
A6NE01,FAM186A,Protein FAM186A,Homo sapiens,High,0,2.9395691686559,1,0.351055537335801,0.444328046589637,0.708588426066338,-0.040196558469215,0.92893958077114,0.966076886478792,0.3901274578773,0.395908263075305,0.999925600286854,63,57.6,161,122.4,146.7,67.5,115.4,67.1,69.4
Q9H8M7,FAM188A,Ubiquitin carboxyl-terminal hydrolase FAM188A,Homo sapiens,High,0,4.03577783477208,10,-0.00199621698416,0.979408442409491,0.992613188636952,-0.068896281651237,0.364436247272088,0.612412994184977,0.066939969023962,0.377261814695647,0.999925600286854,1161.7,1218.4,1300.5,1250.7,1220.9,1200.7,1153.7,1152.8,1199.3
Q9GZU8,FAM192A,Protein FAM192A,Homo sapiens,High,0,4.31598922741522,16,0.0955661558431,0.293930801253624,0.581056731181305,0.094440419123975,0.300721299076062,0.555066060089916,0.001378319568202,0.987095277682233,0.999925600286854,1994.4,2442.4,2178.6,2382.9,2302.8,2360.6,2323.4,2325.9,2389.9
P78312,FAM193A,Protein FAM193A,Homo sapiens,High,0,3.6449011965271,12,-0.18733125334821,0.215588186573954,0.499141407997816,-0.218305690532041,0.155479125899308,0.396474025017226,0.030703139188969,0.830856045900111,0.999925600286854,459.6,550.5,603.8,410.1,471.1,535.5,423,441.1,520
Q96PV7,FAM193B,Protein FAM193B,Homo sapiens,High,0,2.98285894231207,2,-0.01726679821553,0.880146868901406,0.946782254401647,-0.079468563674534,0.478097805516535,0.706184278800087,0.062919038817397,0.572760114178253,0.999925600286854,109.9,107.4,109.4,109.2,114.8,99.5,98,93,120.1
Q9H8W3,FAM204A,Protein FAM204A,Homo sapiens,High,0,3.79622731402944,7,-0.302137099239907,0.030841819376315,0.173180127004026,-0.391232329273166,0.009306577144584,0.080483132730199,0.088911803690576,0.469601535255799,0.999925600286854,705.2,925.7,806,689.5,631.5,644.2,559.3,610.3,683.3
Q9NX38,FAM206A,Protein Simiate,Homo sapiens,High,0,3.57463307225452,5,-0.125694289992864,0.182087202294373,0.459241389105315,-0.126497375079639,0.180747366251742,0.427331474780665,0.000254734774832,0.996150755266487,0.999925600286854,429.8,472.6,423.3,430.5,397.9,386.2,385.1,437.5,392.3
Q9NSI2,FAM207A,Protein FAM207A,Homo sapiens,High,0,3.89835763051645,8,-0.844061875256778,6.40457212170524E-05,0.003945507788026,-0.687060544364936,0.000285247261881,0.010324072708803,-0.156988571482388,0.215030649701248,0.999925600286854,1108.5,1275.8,1243.3,651.5,681.6,684.9,700.5,671.5,895.7
Q9UK61,FAM208A,Protein TASOR,Homo sapiens,High,0,4.64280272271978,56,0.058402109903421,0.583109068008442,0.806894848083264,0.082164949101415,0.44458530292301,0.679192489759086,-0.023638420600734,0.82273123988401,0.999925600286854,4768.2,4737.5,4634.3,4669.1,4522.9,5598.2,4658.7,4858.9,5486.4
Q5VWN6,FAM208B,Protein FAM208B,Homo sapiens,High,0,4.30812883365517,33,-0.007854116206511,0.932440212792615,0.974083818922799,0.012964492655487,0.87942120305313,0.94530792970573,-0.020625299777702,0.813277078757237,0.999925600286854,2253.1,2239.4,2267.8,2192.6,2266.3,2268.3,2163.6,2141.8,2536.7
O75063,FAM20B,Glycosaminoglycan xylosylkinase,Homo sapiens,High,0,3.62362138336532,8,0.087237882775388,0.342635611610515,0.627228337080323,0.203934088202435,0.045067314987787,0.196280138893147,-0.116750338272243,0.214955675020591,0.999925600286854,434.9,438.9,432.2,445.5,484.6,458.3,465.9,482.6,560.7
Q96ND0,FAM210A,Protein FAM210A,Homo sapiens,High,0,4.18517654772369,6,0.329602191147053,0.067522963952943,0.270545319914113,0.446561122916574,0.020390654886912,0.126292823753798,-0.11733392812916,0.475386404863735,0.999925600286854,1482.6,1497.3,1238,2063.3,1889.9,1397.2,1886.6,2136.7,1725.5
Q96KR6,FAM210B,Protein FAM210B,Homo sapiens,High,0,3.14282729453834,2,0.645972002592296,0.000506616168692,0.014678265504016,0.857833578944243,6.60661386650095E-05,0.00455281728018,-0.212131361652385,0.111084794509676,0.999925600286854,107.6,114.1,95.5,169,188.1,141.2,179.2,198.3,196.4
Q9BRX8,FAM213A,Redox-regulatory protein FAM213A,Homo sapiens,High,0,3.91273737570876,5,1.07169408362079,0.000130628558879,0.006391679083113,0.907604016832062,0.000422346388191,0.013071457083926,0.163150947397809,0.34572438546546,0.999925600286854,601.4,479.7,555.3,1383.4,1164.8,921.6,1178.6,966.2,928.7
Q8TBF2,FAM213B,Prostamide/prostaglandin F synthase,Homo sapiens,High,0,3.56519825171567,5,0.179999610488889,0.082451239302469,0.300148447709113,0.036309412964954,0.700221581142018,0.851790982869164,0.14342628802062,0.153082409237026,0.999925600286854,364.4,398.2,400.3,404.1,443.3,470.7,370.3,427.5,395.7
Q8IW50,FAM219A,Protein FAM219A,Homo sapiens,High,0,2.60648885044265,2,-0.417916743202398,0.197189863049548,0.478423405660902,-0.304560976852992,0.335773084881669,0.586448458588143,-0.112647692800484,0.714401704532107,0.999925600286854,46.1,48.1,60.3,29.3,37.7,50.8,32.1,33.3,66.4
Q641Q2,FAM21A,WASH complex subunit FAM21A,Homo sapiens,High,0,4.52196924955963,10,0.044999418928158,0.652075824253412,0.844077226821873,0.007145252094933,0.941935592003032,0.972608865586807,0.037916879271973,0.704559247261035,0.999925600286854,3414.3,3529.5,4019.3,3740.8,4004.3,3547,3384.9,3734.9,3888.6
Q9Y4E1,FAM21C,WASH complex subunit FAM21C,Homo sapiens,High,0,3.99712852743589,10,-0.049888327898419,0.771823956701954,0.900619031890409,0.0509488071505,0.766548763505412,0.887960418516265,-0.100468410522958,0.560331305592043,0.999925600286854,972.2,1106.6,1217.2,914.2,1175.9,1098.4,909,1160.5,1380.1
A4D161,FAM221A,Protein FAM221A,Homo sapiens,High,0,3.11055604275538,4,-0.015651623481931,0.914257751419183,0.964367585000205,-0.077627257530343,0.594356977978966,0.783918711754081,0.061325819913287,0.669321867096612,0.999925600286854,124.8,154.1,160.6,135.9,141.5,155.5,114.6,149.6,153.3
Q9H0X4,FAM234A,Protein FAM234A,Homo sapiens,High,0,3.34921922899389,3,-0.153862739200214,0.596284557888527,0.814083000097733,-0.030880811990406,0.914739740897378,0.959918749640983,-0.123236043818235,0.670931776118465,0.999925600286854,299.9,286.9,186.9,191.2,220.8,276.5,169.2,258.5,344.8
A2RU67,FAM234B,Protein FAM234B,Homo sapiens,High,0,3.2549828788959,3,0.164767478857131,0.162688314217395,0.431886317570015,0.294138124984876,0.024926377181746,0.138766555152967,-0.128963876811187,0.267849742333392,0.999925600286854,193.2,173.9,169.6,178,228.5,197.7,219.5,233.1,205.3
Q9Y421,FAM32A,Protein FAM32A,Homo sapiens,High,0,3.87771104553289,6,-0.044116865160018,0.848615816346609,0.935988977272188,0.026809930597907,0.908035021595272,0.957171072747528,-0.071261204342018,0.759766769365839,0.999925600286854,704.6,923,871.8,721.9,763.4,938.2,636.5,781.8,1204.7
P98173,FAM3A,Protein FAM3A,Homo sapiens,High,0,2.59050746200858,1,0.33344962477038,0.19813436755284,0.480185109569365,-0.217983105520466,0.387318400133999,0.630481510471982,0.551799025419024,0.047906289650398,0.999925600286854,27.8,47.7,51.5,44.3,48.3,63.9,31.8,40.5,33.7
Q92520,FAM3C,Protein FAM3C,Homo sapiens,High,0,4.00220927298801,10,-0.066124241839017,0.583483875317542,0.806894848083264,-0.111920367240164,0.359995654278851,0.60829400990947,0.045893646877161,0.700851103619645,0.999925600286854,1009.7,1231.5,1253,1078.4,1126.5,1118.2,934.9,1124.5,1174.3
Q8TCE6,FAM45A,Protein FAM45A,Homo sapiens,High,0,3.9781485487643,11,-0.09541822902344,0.550322338371136,0.784454613610071,-0.036395923252734,0.818873322560245,0.914524672521922,-0.058994328534126,0.709230767810967,0.999925600286854,1134.3,1023.1,1089.8,940.7,889,1239.1,978.2,940.2,1274.9
Q9H0Q0,FAM49A,Protein FAM49A,Homo sapiens,High,0,3.17522180034305,4,0.935031597613534,0.004571359695618,0.057435869318518,1.03965925370327,0.002479774967425,0.036778449980608,-0.10335551981451,0.685915694381214,0.999925600286854,129.1,76.3,97.2,245.2,145.1,188.7,241,164.2,210.2
Q9NUQ9,FAM49B,Protein FAM49B,Homo sapiens,High,0,4.49073221133319,12,0.089889996336345,0.487546283781854,0.742762786395532,0.191291732177069,0.15870449842479,0.399944430844133,-0.101338040391759,0.435369158898753,0.999925600286854,3397.4,3282.4,2954.7,3574.9,3883.2,2861.4,3739.7,3889.5,3371.9
Q14320,FAM50A,Protein FAM50A,Homo sapiens,High,0,4.56292896700969,13,-0.032979070728041,0.677556570736772,0.855231079071951,-0.042694696997687,0.585377340491888,0.780177861740591,0.009426042078048,0.894616191872432,0.999925600286854,3992.3,4204.2,4196.1,3801,4174.1,4149.7,3820.9,4032.1,4183.1
Q9Y247,FAM50B,Protein FAM50B,Homo sapiens,High,0,3.59680594654371,6,-0.373166861849526,0.00291578338963,0.043616500714805,-0.229581228679922,0.033312824493626,0.16524889533076,-0.143949799501338,0.150703212241867,0.999925600286854,508.9,544.8,453.5,386.9,393.8,380.2,395.9,451.9,436
Q9NYF3,FAM53C,Protein FAM53C,Homo sapiens,Medium,0,2.87482957787972,1,0.221161970586122,0.098560976503784,0.330061280246299,0.129528290933981,0.307832940944097,0.562142888342428,0.09167181490713,0.462911543568375,0.999925600286854,78.7,85.8,66,99.6,88.4,80.2,83.9,87.8,79.2
P0C7Q3,FAM58BP,Putative cyclin-related protein FAM58B,Homo sapiens,Medium,0,2.62459145912685,1,-0.030071978140935,0.841110214879975,0.932387741349808,-0.191990812044021,0.222188986208121,0.477787807750715,0.16225614690698,0.297341152943615,0.999925600286854,47,46.3,53.7,38.9,59.4,47.5,40.4,44.2,43.9
Q9NP50,FAM60A,Protein FAM60A,Homo sapiens,High,0,3.33039347874034,4,-0.713805791649638,0.002299327902348,0.037667446015622,-0.923334902684094,0.00042904276802,0.013082354992166,0.209893667294717,0.240991546812577,0.999925600286854,248,393.9,368.9,218.8,195.5,191.2,158.8,181.6,183.2
Q8N5J2,FAM63A,Ubiquitin carboxyl-terminal hydrolase MINDY-1,Homo sapiens,High,0,3.1136760118971,3,0.51860961497538,0.012714162401463,0.106211293842401,0.80633973081551,0.001016368465438,0.021283239651261,-0.286997316840991,0.11935958592627,0.999925600286854,122.1,104,85.4,152.2,166.1,126.4,212.7,167.9,162.4
Q8NBR6,FAM63B,Ubiquitin carboxyl-terminal hydrolase MINDY-2,Homo sapiens,High,0,2.5092025223311,2,-0.137393492856853,0.54781759811673,0.78328209738587,-0.001435084037651,0.994944530143596,0.998410265622707,-0.136063617721359,0.55190947356289,0.999925600286854,30.4,42.1,37.8,29.2,34,36.6,27.9,33.7,51.3
Q9BSJ6,FAM64A,Protein FAM64A,Homo sapiens,High,0,3.12509071308263,2,-0.185859234659003,0.446785240644515,0.710960049116792,-0.022711084967066,0.9249903759653,0.964011181018464,-0.163102647952963,0.502268766478989,0.999925600286854,172.1,193.5,106.8,173,123.6,112.8,153,136.2,162.8
Q6ZS17,FAM65A,Protein FAM65A,Homo sapiens,High,0,3.87025169995134,11,0.701335299791754,1.91858643148604E-05,0.001863346927448,0.651167591775567,3.3962536688193E-05,0.003097431526153,0.050586055533004,0.561627493461794,0.999925600286854,590.3,612.5,563.8,956.3,978.3,936.7,849.6,1007.8,922.1
Q9Y4F9,FAM65B,Protein FAM65B,Homo sapiens,High,0,4.14073738549054,24,-0.274736568617194,0.038585200799479,0.197332170334489,-0.338688886955903,0.015572793246916,0.109482587215525,0.06390901731475,0.585074548649849,0.999925600286854,2057.1,1723.3,1524.8,1562.8,1419.3,1376.2,1413.4,1387.4,1363
Q5T7M9,FAM69A,Protein FAM69A,Homo sapiens,High,0,3.22240429108245,2,-0.23227116099958,0.057827430315888,0.247861274167483,-0.251093248552105,0.043264459318816,0.191830436466284,0.018981133260227,0.860821119136793,0.999925600286854,189.1,221.4,209.2,166.3,198.5,163.8,161.8,172.1,186.6
Q8TAV0,FAM76A,Protein FAM76A,Homo sapiens,High,0,3.85258977330959,9,-0.058461130703563,0.591055560826347,0.812112741363493,-0.068747718865533,0.523565182604018,0.740325800106712,0.010433794521775,0.91736648391047,0.999925600286854,744.6,883.8,815.6,744.7,747.3,855.4,701.7,827,801.7
Q5HYJ3,FAM76B,Protein FAM76B,Homo sapiens,High,0,4.2894038697732,11,-0.003858229201666,0.967041900426233,0.988509241544481,-0.004049017078417,0.967152372318407,0.984696607998945,0.000511790664042,0.999889416857348,0.999925600286854,1966.3,2253.1,2286.3,2090.7,2291,2096.9,2000,2133.3,2354.1
Q9H4H8,FAM83D,Protein FAM83D,Homo sapiens,High,0,3.82745328022995,8,0.793020249205609,0.000635105833702,0.016769753794914,0.91040390454819,0.000245288103445,0.009258836351086,-0.117356770807653,0.461241267059985,0.999925600286854,429.3,544.8,480,731.3,916.7,871.6,739.5,995.3,1012.8
Q6ZRV2,FAM83H,Protein FAM83H,Homo sapiens,High,0,2.88229680093765,4,0.551607781293058,0.031589466129753,0.175397319830287,0.682067288188191,0.012043537874515,0.09391051829661,-0.129918331914436,0.560187382230754,0.999925600286854,60.9,72.5,52.7,70.6,121.4,85.5,81.6,114.9,102.5
Q96KN1,FAM84B,Protein FAM84B,Homo sapiens,High,0,2.29424571613812,2,-0.61402900801367,0.060404183526802,0.254067333389871,-0.333349218065309,0.271020177172131,0.527756831247954,-0.279212255193155,0.351816033983989,0.999925600286854,43.6,20.2,19.8,18,18.2,14.9,24.3,19.5,18.4
Q8N7N1,FAM86B1,Putative protein N-methyltransferase FAM86B1,Homo sapiens,High,0,2.06220580881971,1,-0.383624094806133,0.60226942298705,0.817432033205417,0.023955024899255,0.973956232712611,0.988141312997005,-0.408325248012136,0.580306205434723,0.999925600286854,11.5,16,8.8,3.3,8.4,26.2,7.5,9.3,24.4
Q658Y4,FAM91A1,Protein FAM91A1,Homo sapiens,High,0,4.35191413772317,30,0.006853335008941,0.951471012747652,0.982097763211322,-0.045474892840044,0.687088139601213,0.844961487728746,0.052740626162779,0.643621892648209,0.999925600286854,2515.3,2609.9,2419.9,2591.1,2601,2390.9,2657.3,2642.5,2058.2
Q9H5X1,FAM96A,MIP18 family protein FAM96A,Homo sapiens,High,0,3.57049623903967,4,-0.055010850420345,0.658936308735834,0.847193823903252,-0.078250132543223,0.532971092988135,0.747485371205652,0.023604337908199,0.851873870146323,0.999925600286854,488.3,361.7,433.2,444.9,410.4,373.7,423.2,382.1,402.1
Q9Y3D0,FAM96B,Mitotic spindle-associated MMXD complex subunit MIP18,Homo sapiens,High,0,4.13670471670359,5,-0.036907730548501,0.726508221050054,0.881186482083526,-0.071471763257859,0.497027574399962,0.720870302910235,0.034659288617198,0.736421733819228,0.999925600286854,1653.7,1430.9,1594.9,1411.2,1513.1,1638.5,1340.2,1515.6,1601.4
Q8NCA5,FAM98A,Protein FAM98A,Homo sapiens,High,0,4.27640895030597,9,-0.006397764851893,0.960576219675267,0.986371027675887,-0.054125829396733,0.666206848188451,0.832099067738847,0.047957066180586,0.701964400435722,0.999925600286854,2092.2,2248.9,2028.2,2214.7,1819.2,2338.4,2068.6,2277.7,1809.8
Q52LJ0,FAM98B,Protein FAM98B,Homo sapiens,High,0,4.33501636090359,12,-0.194113543835196,0.082650478424501,0.30034681589776,-0.108146988749296,0.304228758149911,0.558949640260804,-0.086425410998397,0.407287621850711,0.999925600286854,2865.1,2377.2,2485.6,2207.1,2185.7,2342.5,2370.4,2189.9,2604.5
Q17RN3,FAM98C,Protein FAM98C,Homo sapiens,High,0,2.49858620881752,2,-0.73488129337403,0.143943961047738,0.405534972144095,-0.724662854415542,0.149729365249541,0.387086939262115,-0.010491391086733,0.979938290920448,0.999925600286854,85.5,30.6,32.3,18.2,28.6,35.1,41.8,25.6,17.5
Q9Y2M0,FAN1,Fanconi-associated nuclease 1,Homo sapiens,High,0,2.78002912733734,2,-0.323359305957985,0.384950943185287,0.660980872216878,-0.066089151724617,0.856365495888674,0.933339249159209,-0.257662928016577,0.485465319235471,0.999925600286854,82.5,78.6,52.9,60.9,78.4,36.6,106.5,49.6,56.6
O15360,FANCA,Fanconi anemia group A protein,Homo sapiens,High,0,3.61329200164733,9,0.119666925406461,0.389849762728054,0.665131315561506,0.189846843395954,0.18526182347408,0.432654736445706,-0.07036908820929,0.606526397384241,0.999925600286854,361.6,488,426.2,414,490,475.2,428,495.3,526.5
Q8NB91,FANCB,Fanconi anemia group B protein,Homo sapiens,High,0,3.64499956001772,8,0.150380396923006,0.101504316449642,0.335342386235845,0.104336294291463,0.23735545040513,0.493979037210085,0.046018173867531,0.587549362084959,0.999925600286854,480.3,437.1,468.7,517.3,483.6,538,463,508.9,518.8
Q9BXW9,FANCD2,Fanconi anemia group D2 protein,Homo sapiens,High,0,4.65348458641015,38,0.027856811883377,0.746078074224379,0.890575008523808,0.026063351373302,0.763017306427369,0.886143244931783,0.001937385426123,0.98205371140739,0.999925600286854,4812.5,5067.4,4929.9,5300.9,5334.5,4506.5,5025.6,5006.4,5044.5
Q9HB96,FANCE,Fanconi anemia group E protein,Homo sapiens,High,0,3.62764232402427,10,-0.102210568677373,0.299434297040992,0.586567535237152,-0.084639305006802,0.385940316424643,0.630103003287261,-0.017064624549666,0.853060004825426,0.999925600286854,455.1,523.4,497.5,479.6,472.4,422.8,457.1,435,499.8
Q9NPI8,FANCF,Fanconi anemia group F protein,Homo sapiens,High,0,2.87800447026802,3,-0.058630970397883,0.653429224789884,0.845311846997604,0.189931522963639,0.168934139567255,0.413095298388295,-0.248974563867186,0.082244912664398,0.999925600286854,74.1,83.8,85,80.7,71.1,81.4,90.7,79.1,109.2
O15287,FANCG,Fanconi anemia group G protein,Homo sapiens,High,0,3.62018812553097,10,0.104204949840461,0.47483446539698,0.733433284714865,0.161734741469839,0.278288478239176,0.53533402583411,-0.057579681002681,0.691803934515002,0.999925600286854,365.1,426.7,521.1,450.9,523.3,427.5,484.3,448.9,522.7
Q9NVI1,FANCI,Fanconi anemia group I protein,Homo sapiens,High,0,4.84064360904274,55,0.017826147503739,0.82401173173566,0.924857617479865,0.012288306887577,0.877315743090591,0.944314545390248,0.005302560233679,0.945603073486895,0.999925600286854,7233.7,7780.3,7922.1,7563.5,8148.7,7505.6,7618.8,8114,7399
Q9NW38,FANCL,E3 ubiquitin-protein ligase FANCL,Homo sapiens,High,0,3.47149707204992,6,0.234956712037769,0.062670908100834,0.259261823493335,0.166145786627639,0.166785577727375,0.409742781036945,0.069364604705069,0.546800689667302,0.999925600286854,300.5,263.7,335.3,350.9,364,339.2,373.2,307.1,327.5
Q8IYD8,FANCM,Fanconi anemia group M protein,Homo sapiens,High,0,2.89883483806827,5,-0.051988490386395,0.770210576354925,0.900619031890409,0.185285890443709,0.309624699690313,0.564074642568151,-0.237357587870432,0.202060332118198,0.999925600286854,102.3,90.9,64.7,72.6,88.7,83.9,84.6,103,101.5
Q8WVX9,FAR1,Fatty acyl-CoA reductase 1,Homo sapiens,High,0,3.97264709157464,12,0.172201570722876,0.113289205927796,0.358507639294947,0.171990131712066,0.113613764706521,0.331727910996064,0.000221233232,0.998574494181757,0.999925600286854,876.4,1041.7,969.7,1118.7,1055.2,1072.8,1125,969.8,1160.3
O94887,FARP2,"FERM, RhoGEF and pleckstrin domain-containing protein 2",Homo sapiens,High,0,2.49954962590515,1,-0.447247227946373,0.245714714533751,0.536326077360169,0.098489367251133,0.789529843469026,0.898207248221263,-0.544973398120421,0.16411035408333,0.999925600286854,41.7,36.5,30.6,20.1,22,41.7,24.1,40.2,59
O95363,FARS2,"Phenylalanine--tRNA ligase, mitochondrial",Homo sapiens,High,0,4.27500020992735,15,0.054140492402494,0.721430802575069,0.879254798077795,0.006115447925101,0.967912835517562,0.985019880310034,0.048360041359323,0.751444958576166,0.999925600286854,1928.2,1923.7,2324.2,1987.9,1858.1,2613.6,1864.4,2034.6,2301.8
Q9Y285,FARSA,Phenylalanine--tRNA ligase alpha subunit,Homo sapiens,High,0,4.38592606822446,21,-0.152985375920565,0.229003027991653,0.515769943965835,-0.062516764777641,0.608734694232346,0.794878902074171,-0.090242128714431,0.465391315683738,0.999925600286854,3162.8,2799.4,2552.4,2740.1,2682.5,2239.4,2938.5,2720.6,2482.2
Q9NSD9,FARSB,Phenylalanine--tRNA ligase beta subunit,Homo sapiens,High,0,4.86156726545741,37,-0.118238308468654,0.374479544742872,0.653352032535917,-0.184738367303405,0.177889211486166,0.423878519377089,0.066882414004357,0.609075167867795,0.999925600286854,9017.9,8448.9,8399.4,8762.7,7987.2,7155.2,8670.2,7905.1,6358.9
